[23:46:39 03/10/19] [ERROR] CMySQLQuery::Execute[@_LoadBusiness] - (error #1066) Not unique table/alias: 'biz' (Query: "SELECT biz.ID, biz.X, biz.Y, biz.Z, CONVERT(biz.Type, SIGNED) AS Type, biz.Price, IFNULL(biz.OwnerID, -1) AS OwnerID, IFNULL(players.Name, 'Отсутсвует') AS OwnerName, biz.Prod, biz.MaxProd, biz.Cash, biz.RentPrice, biz.RentDay FROM biz LEFT OUTER JOIN playersON biz.OwnerID = players.ID")
[05:01:51 03/11/19] [ERROR] mysql_errno - invalid connection handle (id: 1)
[05:01:52 03/11/19] [WARNING] CMySQLHandle::Create - connection already exists
[20:15:09 03/11/19] [WARNING] cache_get_row_count - no active cache
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Mileage`='0' WHERE ID=1616 LIMIT 1")
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 889 WHERE Name = 'Ricky_Lawrence'")
[00:40:39 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[00:41:17 03/12/19] [ERROR] CMySQLQuery::Execute[FindPlayerInTable] - (error #2013) Lost connection to MySQL server during query (Query: "SELECT * FROM players WHERE `Name` = 'Femida_Morens'")
[00:41:41 03/12/19] [ERROR] CMySQLQuery::Execute - (error #2013) Lost connection to MySQL server during query (Query: "SELECT LimitPay FROM players WHERE ID = 116615")
[00:41:41 03/12/19] [WARNING] cache_get_row_count - no active cache
[00:42:01 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=116615 LIMIT 1")
[00:42:01 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `isOnline`= 1 WHERE ID = 116615 LIMIT 1")
[00:42:21 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 116615")
[17:20:04 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #1064) You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'CALL `Fraction.SetLeader` (1 , 1616)' at line 1 (Query: "CALL CALL `Fraction.SetLeader` (1 , 1616);")
[17:22:11 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #1064) You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'CALL `Fraction.SetLeader` (1 , 1616)' at line 1 (Query: "CALL CALL `Fraction.SetLeader` (1 , 1616);")
[00:23:36 03/25/19] [ERROR] cache_get_field_content_int - invalid datatype
[00:23:36 03/25/19] [ERROR] cache_get_field_content_int - invalid datatype
[00:23:50 03/25/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:23:50 03/25/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[12:53:47 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:53:53 03/26/19] [ERROR] cache_get_field_content_int - invalid datatype
[12:54:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[12:54:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:00:51 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:01:12 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:01:12 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:04:45 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:05:06 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:05:06 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:08:03 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:08:24 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:08:24 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:10:14 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:10:35 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:10:35 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:14:57 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:15:18 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:16:54 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:17:15 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:17:15 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:35:37 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:35:58 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:35:58 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:35:58 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:37:43 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:38:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:38:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:39:43 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:40:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:40:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:40:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:12:55 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:13:16 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:13:16 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:16:18 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:16:39 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:16:39 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:21:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:21:29 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:21:29 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:21:29 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:25:37 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:25:58 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:25:58 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:27:40 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:28:01 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:28:01 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:29:30 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:29:51 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:29:51 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:05:51 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:06:12 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:13:23 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:13:44 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:13:44 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:13:44 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:15:43 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:16:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:16:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:19:24 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:19:45 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:42:26 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'triniti.ru-hoster.com' (10060)
[15:42:26 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:42:47 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:54:35 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:54:57 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:54:57 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:22:43 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:23:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:23:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:23:04 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:36:00 03/26/19] [ERROR] mysql_tquery - invalid connection handle (id: 0)
[16:37:31 03/26/19] [ERROR] mysql_tquery - invalid connection handle (id: 0)
[16:50:56 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:51:17 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:51:17 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:13:32 03/26/19] [ERROR] CMySQLQuery::Execute[FindPlayerInTable] - (error #2013) Lost connection to MySQL server during query (Query: "SELECT * FROM players WHERE `Name` = 'Tony_Montana'")
[17:14:19 03/26/19] [ERROR] mysql_tquery - invalid connection handle (id: 0)
[18:40:47 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:41:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:41:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:44:51 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:46:18 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:46:39 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:46:39 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:46:39 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:55:47 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:56:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:56:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:56:08 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:57:39 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:58:00 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:58:00 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:59:42 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:00:03 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:00:03 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:00:03 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:01:58 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:02:19 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:02:19 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:02:19 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:16:45 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:17:06 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:17:06 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:17:06 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:23:10 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:23:31 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:23:31 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:23:31 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:28:07 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:28:28 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:28:28 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:28:28 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:39:05 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:39:26 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:39:26 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:39:26 03/26/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[20:46:18 03/26/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[20:46:18 03/26/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
 1")
[20:46:18 03/26/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 1722 WHERE Name = 'Tony_Montana'")
[20:46:18 03/26/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[01:47:33 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:47:54 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:47:54 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:50:17 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:50:38 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:50:38 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:50:38 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:51:43 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:52:04 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:52:04 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:52:04 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:18:30 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:18:52 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:18:52 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:29:20 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:29:41 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:29:41 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:38:51 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:39:12 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[05:39:12 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[06:08:12 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Mileage`='231956' WHERE ID=1616 LIMIT 1")
[06:08:12 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[06:08:12 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
[06:08:12 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[06:08:12 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 209 WHERE Name = 'Tony_Montana'")
[21:00:31 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:00:52 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:00:52 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:02:08 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:02:29 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:02:29 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:02:29 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:04:16 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:04:37 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:04:37 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:06:02 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:06:23 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:06:23 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:08:15 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:08:36 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:08:36 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:08:36 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:23:23 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=1200 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
[21:24:29 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=1140 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
[21:25:36 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=1080 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
[21:26:42 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=1020 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
