[23:46:39 03/10/19] [ERROR] CMySQLQuery::Execute[@_LoadBusiness] - (error #1066) Not unique table/alias: 'biz' (Query: "SELECT biz.ID, biz.X, biz.Y, biz.Z, CONVERT(biz.Type, SIGNED) AS Type, biz.Price, IFNULL(biz.OwnerID, -1) AS OwnerID, IFNULL(players.Name, 'Отсутсвует') AS OwnerName, biz.Prod, biz.MaxProd, biz.Cash, biz.RentPrice, biz.RentDay FROM biz LEFT OUTER JOIN playersON biz.OwnerID = players.ID")
[05:01:51 03/11/19] [ERROR] mysql_errno - invalid connection handle (id: 1)
[05:01:52 03/11/19] [WARNING] CMySQLHandle::Create - connection already exists
[20:15:09 03/11/19] [WARNING] cache_get_row_count - no active cache
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Mileage`='0' WHERE ID=1616 LIMIT 1")
[00:40:20 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 889 WHERE Name = 'Ricky_Lawrence'")
[00:40:39 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[00:41:17 03/12/19] [ERROR] CMySQLQuery::Execute[FindPlayerInTable] - (error #2013) Lost connection to MySQL server during query (Query: "SELECT * FROM players WHERE `Name` = 'Femida_Morens'")
[00:41:41 03/12/19] [ERROR] CMySQLQuery::Execute - (error #2013) Lost connection to MySQL server during query (Query: "SELECT LimitPay FROM players WHERE ID = 116615")
[00:41:41 03/12/19] [WARNING] cache_get_row_count - no active cache
[00:42:01 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=116615 LIMIT 1")
[00:42:01 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `isOnline`= 1 WHERE ID = 116615 LIMIT 1")
[00:42:21 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 116615")
[17:20:04 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #1064) You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'CALL `Fraction.SetLeader` (1 , 1616)' at line 1 (Query: "CALL CALL `Fraction.SetLeader` (1 , 1616);")
[17:22:11 03/12/19] [ERROR] CMySQLQuery::Execute[] - (error #1064) You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'CALL `Fraction.SetLeader` (1 , 1616)' at line 1 (Query: "CALL CALL `Fraction.SetLeader` (1 , 1616);")
[21:28:54 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=900 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
[21:30:01 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=840 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
[21:31:07 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=780 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
[21:36:39 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `player_mute` SET `MiteTime`=480 WHERE PlayerID = 1616 AND Status = 1 ORDER BY ID DESC")
[21:54:04 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
")
[21:54:04 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 2011 WHERE Name = 'Ricky_Lawrence'")
[21:54:09 03/27/19] [ERROR] CMySQLQuery::Execute[FindPlayerInTable] - (error #2013) Lost connection to MySQL server during query (Query: "SELECT * FROM players WHERE `Name` = 'Ricky_Lawrence'")
[21:55:19 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:55:40 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:55:40 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[21:55:40 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:14:45 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:15:06 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:15:06 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:17:38 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:23:21 03/27/19] [ERROR] mysql_tquery - invalid connection handle (id: 0)
[22:28:54 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:29:15 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:29:15 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:33:03 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[22:33:24 03/27/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[23:17:33 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
 1")
[23:17:33 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 1390 WHERE Name = 'Ricky_Lawrence'")
[23:17:33 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[23:17:33 03/27/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[00:03:14 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:03:35 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:03:35 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:03:35 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:04:46 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:05:07 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:05:07 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:05:07 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:08:43 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:09:04 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:09:04 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:11:51 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:12:12 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:12:12 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:17:53 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:18:14 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:18:14 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:19:49 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:20:10 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:20:10 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:23:06 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:23:27 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:23:27 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:23:27 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:26:14 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:26:35 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:26:35 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:28:21 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:28:42 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:28:42 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:28:42 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:35:44 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:36:05 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:36:05 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:37:45 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:38:06 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:38:06 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:39:34 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:39:55 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[00:39:55 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:10:48 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[01:10:48 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
[01:10:48 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[01:10:48 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Mileage`='231956' WHERE ID=1616 LIMIT 1")
[01:10:48 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 1104 WHERE Name = 'Ricky_Lawrence'")
[01:30:57 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:31:18 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[01:31:18 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[02:36:13 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 1857 WHERE Name = 'Ricky_Lawrence'")
[02:36:13 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[02:36:13 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
[02:36:13 03/28/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
")
[13:16:37 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:16:58 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:16:58 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:19:40 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:20:01 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:20:01 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[13:21:32 03/28/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:24:55 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:25:16 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:25:16 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:43:16 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:43:37 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:43:37 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:44:53 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:45:14 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:45:14 04/05/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:53:17 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:53:39 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:07:10 04/06/19] [ERROR] mysql_errno - invalid connection handle (id: 1)
[15:07:10 04/06/19] [WARNING] CMySQLHandle::Create - connection already exists
[15:07:31 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:07:52 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:14:58 04/06/19] [ERROR] mysql_errno - invalid connection handle (id: 1)
[15:14:58 04/06/19] [WARNING] CMySQLHandle::Create - connection already exists
[15:15:19 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:15:40 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:17:30 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:17:51 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:17:51 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:54:43 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:55:04 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:55:04 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:57:28 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:57:49 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[15:57:49 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:02:12 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:02:33 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:10:34 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:10:55 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:51:36 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:51:57 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:52:56 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:53:17 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:55:03 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[16:55:24 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:00:07 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:00:28 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:02:18 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:02:39 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:21:50 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[17:21:50 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
[17:21:50 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 889 WHERE Name = 'Ricky_Lawrence'")
[17:21:50 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[17:52:39 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:53:00 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:53:00 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:58:05 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[17:58:26 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:02:45 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:03:06 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:03:06 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:03:06 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:15:52 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:16:13 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:16:13 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:16:13 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:17:44 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:18:05 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:20:44 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:21:05 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:21:05 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:21:05 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:31:55 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:32:16 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:32:16 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:32:16 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:34:32 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:34:53 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:34:53 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[18:34:53 04/06/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[19:04:08 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `Online` = 386 WHERE Name = 'Ricky_Lawrence'")
[19:04:08 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `isOnline`='0' WHERE ID=1616 LIMIT 1")
[19:04:08 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Wanted`='0' WHERE ID=1616 LIMIT 1")
[19:04:08 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET `LastDate` = CURRENT_TIMESTAMP(), `isOnline`= 0 WHERE ID = 1616")
[19:04:08 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE players SET  `Mileage`='231956' WHERE ID=1616 LIMIT 1")
[19:43:03 04/06/19] [ERROR] CMySQLQuery::Execute[FindPlayerInTable] - (error #2013) Lost connection to MySQL server during query (Query: "SELECT * FROM players WHERE `Name` = 'Ricky_Lawrence'")
[19:46:24 04/06/19] [ERROR] CMySQLQuery::Execute - (error #2013) Lost connection to MySQL server during query (Query: "SELECT LimitPay FROM players WHERE ID = 1616")
[19:46:24 04/06/19] [WARNING] cache_get_row_count - no active cache
[19:46:44 04/06/19] [ERROR] CMySQLQuery::Execute[] - (error #2013) Lost connection to MySQL server during query (Query: "UPDATE `players` SET `isOnline`= 1 WHERE ID = 1616 LIMIT 1")
[14:25:38 04/08/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
[14:25:59 04/08/19] [ERROR] CMySQLConnection::Connect - (error #2003) Can't connect to MySQL server on 'l9194338.beget.tech' (10060)
